chainage;advance;ring;easting;northing;tunnel_elev;surface_elev;soil_base_elev;soil_depth;lon;lat;tunnel_dir
9580.01;5225;5238;110760.26;1216069.30;30.14;74.01;71.36;2.06;10.692520638089;59.939332829714;269.38
9581.81;5226;5239;110758.56;1216069.29;30.14;74.01;71.25;2.15;10.692490252206;59.939332663026;269.38
9583.61;5227;5240;110756.66;1216069.27;30.15;74.02;71.15;2.27;10.692456291304;59.939332477315;269.38
9585.41;5228;5241;110754.86;1216069.25;30.15;74.02;71.09;2.35;10.692424117911;59.939332300662;269.38
9587.21;5229;5242;110753.06;1216069.23;30.16;74.07;70.99;2.47;10.692391944519;59.939332124916;269.38
9589.01;5230;5243;110751.26;1216069.21;30.16;74.10;70.89;2.60;10.692359771126;59.939331948263;269.38
9590.81;5231;5244;110749.56;1216069.19;30.17;74.10;70.79;2.74;10.692329385244;59.939331782482;269.38
9592.61;5232;5245;110747.66;1216069.17;30.17;74.18;70.68;2.88;10.692295426129;59.939331595864;269.38
9594.41;5233;5246;110745.86;1216069.15;30.18;74.20;70.63;3.19;10.692263252736;59.939331420118;269.38
9596.21;5234;5247;110744.06;1216069.13;30.18;74.21;70.63;3.54;10.692231079344;59.939331243465;269.38
9598.01;5235;5248;110742.26;1216069.11;30.19;74.79;70.63;3.67;10.692198905952;59.939331067719;269.38
9599.81;5236;5249;110740.56;1216069.09;30.19;75.19;70.63;3.85;10.692168520069;59.939330901031;269.38
9601.61;5237;5250;110738.66;1216069.07;30.20;75.09;70.58;4.00;10.692134559167;59.939330715320;269.38
9603.41;5238;5251;110736.86;1216069.05;30.20;74.94;70.55;4.09;10.692102385774;59.939330539573;269.38
9605.21;5239;5252;110735.07;1216069.03;30.21;74.96;70.50;4.27;10.692070212382;59.939330362921;269.38
9607.01;5240;5253;110733.27;1216069.01;30.22;75.08;70.45;4.53;10.692038040777;59.939330187174;269.38
9608.81;5241;5254;110731.57;1216068.99;30.22;75.18;70.40;4.64;10.692007654894;59.939330020487;269.38
9610.61;5242;5255;110729.67;1216068.97;30.23;75.42;70.34;4.73;10.691973693992;59.939329834775;269.38
9612.41;5243;5256;110727.87;1216068.95;30.23;75.53;70.32;4.68;10.691941520599;59.939329658123;269.38
9614.21;5244;5257;110726.07;1216068.94;30.24;75.73;70.27;4.88;10.691909347207;59.939329482376;269.38
9616.01;5245;5258;110724.27;1216068.92;30.24;76.17;70.29;4.95;10.691877173814;59.939329305724;269.38
9617.81;5246;5259;110722.57;1216068.90;30.25;76.61;70.35;4.84;10.691846787932;59.939329139942;269.38
9619.61;5247;5260;110720.67;1216068.88;30.25;76.95;70.41;4.90;10.691812827029;59.939328953325;269.38
9621.41;5248;5261;110718.87;1216068.86;30.26;77.63;70.44;5.12;10.691780655424;59.939328777578;269.38
9623.21;5249;5262;110717.07;1216068.84;30.26;78.13;70.49;5.44;10.691748482032;59.939328601832;269.38
9625.01;5250;5263;110715.27;1216068.82;30.27;78.52;70.55;5.85;10.691716308639;59.939328425179;269.38
9626.81;5251;5264;110713.57;1216068.80;30.27;78.83;70.61;6.31;10.691685922757;59.939328258492;269.38
9628.61;5252;5265;110711.67;1216068.78;30.28;79.03;70.67;6.73;10.691651961854;59.939328072780;269.38
9630.41;5253;5266;110709.87;1216068.76;30.28;79.02;70.69;7.31;10.691619788462;59.939327897034;269.38
9632.21;5254;5267;110708.07;1216068.74;30.29;78.93;70.75;7.68;10.691587615069;59.939327720381;269.38
9634.01;5255;5268;110706.27;1216068.72;30.29;78.76;70.81;7.95;10.691555441677;59.939327544635;269.38
9635.81;5256;5269;110704.57;1216068.70;30.30;78.28;70.87;8.10;10.691525057582;59.939327377947;269.38
9637.61;5257;5270;110702.67;1216068.68;30.30;77.93;70.94;8.05;10.691491096679;59.939327192236;269.38
9639.41;5258;5271;110700.87;1216068.66;30.31;77.81;70.98;7.78;10.691458923287;59.939327015583;269.38
9641.21;5259;5272;110699.07;1216068.64;30.32;77.77;71.07;7.37;10.691426749894;59.939326839837;269.38
9643.01;5260;5273;110697.27;1216068.62;30.32;77.69;71.17;6.95;10.691394576502;59.939326664090;269.38
9644.81;5261;5274;110695.57;1216068.61;30.33;77.61;71.29;6.72;10.691364190619;59.939326497403;269.38
9646.61;5262;5275;110693.67;1216068.59;30.33;77.56;71.39;6.61;10.691330229717;59.939326311691;269.38
9648.41;5263;5276;110691.87;1216068.57;30.34;77.40;71.45;6.52;10.691298058112;59.939326135039;269.38
9650.21;5264;5277;110690.07;1216068.55;30.34;77.10;71.55;6.25;10.691265884719;59.939325959292;269.38
9652.01;5265;5278;110688.27;1216068.53;30.35;76.73;71.66;5.98;10.691233711327;59.939325782640;269.38
9653.81;5266;5279;110686.57;1216068.51;30.35;76.54;71.77;5.70;10.691203325444;59.939325616858;269.38
9655.61;5267;5280;110684.67;1216068.49;30.36;76.51;71.87;5.41;10.691169364542;59.939325430241;269.38
9657.41;5268;5281;110682.87;1216068.47;30.36;76.39;71.91;5.15;10.691137191149;59.939325254494;269.38
9659.21;5269;5282;110681.07;1216068.45;30.37;75.97;72.00;4.86;10.691105017757;59.939325077842;269.38
9661.01;5270;5283;110679.27;1216068.43;30.37;75.43;72.08;4.58;10.691072844364;59.939324902095;269.38
9662.81;5271;5284;110677.57;1216068.41;30.38;75.52;72.16;4.31;10.691042458482;59.939324735408;269.38
9664.61;5272;5285;110675.67;1216068.39;30.38;75.57;72.25;4.05;10.691008499367;59.939324549696;269.38
9666.41;5273;5286;110673.87;1216068.37;30.39;75.63;72.29;3.80;10.690976325974;59.939324373950;269.38
9668.21;5274;5287;110672.07;1216068.35;30.39;75.65;72.37;3.63;10.690944152582;59.939324197297;269.38
9670.01;5275;5288;110670.27;1216068.33;30.40;75.65;72.46;3.48;10.690911979189;59.939324021551;269.38
9671.81;5276;5289;110668.57;1216068.31;30.41;75.64;72.52;3.34;10.690881593307;59.939323854863;269.38
9673.61;5277;5290;110666.67;1216068.29;30.41;75.64;72.58;3.22;10.690847632404;59.939323669152;269.38
9675.41;5278;5291;110664.87;1216068.27;30.42;75.63;72.61;3.12;10.690815459012;59.939323492499;269.38
9677.21;5279;5292;110663.07;1216068.25;30.42;75.64;72.65;3.02;10.690783287407;59.939323316753;269.38
9679.01;5280;5293;110661.27;1216068.24;30.43;75.63;72.68;2.92;10.690751114015;59.939323140100;269.38
9680.81;5281;5294;110659.57;1216068.22;30.43;75.46;72.72;2.81;10.690720728132;59.939322974319;269.38
9682.61;5282;5295;110657.67;1216068.20;30.44;75.32;72.78;2.68;10.690686767230;59.939322788607;269.38
9684.41;5283;5296;110655.87;1216068.18;30.44;75.34;72.80;2.59;10.690654593837;59.939322611955;269.38
9686.21;5284;5297;110654.07;1216068.16;30.45;75.24;72.86;2.46;10.690622420445;59.939322436208;269.38
9688.01;5285;5298;110652.27;1216068.14;30.45;74.60;72.91;2.32;10.690590247052;59.939322259556;269.38
9689.81;5286;5299;110650.57;1216068.12;30.46;74.54;72.96;2.17;10.690559861170;59.939322093774;269.38
9691.61;5287;5300;110648.67;1216068.10;30.46;74.52;73.01;2.02;10.690525902055;59.939321907157;269.38
9693.41;5288;5301;110646.87;1216068.08;30.47;74.74;73.04;1.96;10.690493728662;59.939321731410;269.38
9695.21;5289;5302;110645.07;1216068.06;30.47;74.80;73.09;1.88;10.690461555270;59.939321554758;269.38
9697.01;5290;5303;110643.27;1216068.04;30.48;74.79;73.10;1.80;10.690429381877;59.939321379011;269.38
9698.81;5291;5304;110641.57;1216068.02;30.48;74.71;73.11;1.71;10.690398995995;59.939321212324;269.38
9700.61;5292;5305;110639.67;1216068.00;30.49;74.64;73.11;1.61;10.690365035092;59.939321026612;269.38
9702.41;5293;5306;110637.87;1216067.98;30.50;74.49;73.11;1.53;10.690332861700;59.939320850866;269.38
9704.21;5294;5307;110636.07;1216067.96;30.50;74.38;73.13;1.43;10.690300688307;59.939320674213;269.38
9706.01;5295;5308;110634.27;1216067.94;30.51;74.27;73.14;1.33;10.690268516702;59.939320498467;269.38
9707.81;5296;5309;110632.57;1216067.93;30.51;74.12;73.16;1.23;10.690238130820;59.939320331779;269.38
9709.61;5297;5310;110630.67;1216067.90;30.52;73.87;73.18;1.13;10.690204169917;59.939320146068;269.38
9711.41;5298;5311;110628.87;1216067.89;30.52;73.87;73.19;1.04;10.690171996525;59.939319969415;269.38
9713.21;5299;5312;110627.07;1216067.87;30.53;73.81;73.21;0.94;10.690139823132;59.939319793669;269.38
9715.01;5300;5313;110625.27;1216067.85;30.53;73.81;73.21;0.86;10.690107649740;59.939319617016;269.38
9716.81;5301;5314;110623.57;1216067.83;30.54;73.71;73.19;0.81;10.690077263857;59.939319451235;269.38
9718.61;5302;5315;110621.67;1216067.81;30.54;73.86;73.16;0.84;10.690043302955;59.939319264617;269.38
9720.41;5303;5316;110619.87;1216067.79;30.55;73.44;73.15;0.74;10.690011131350;59.939319088871;269.38
9722.21;5304;5317;110618.07;1216067.77;30.55;72.68;73.12;0.54;10.689978957957;59.939318912218;269.38
9724.01;5305;5318;110616.27;1216067.75;30.56;72.03;73.08;0.43;10.689946784565;59.939318736472;269.38
9725.81;5306;5319;110614.57;1216067.73;30.56;71.71;73.05;0.30;10.689916398682;59.939318569784;269.38
9727.61;5307;5320;110612.67;1216067.71;30.57;71.25;72.95;0.20;10.689882437780;59.939318384073;269.38
9729.41;5308;5321;110610.87;1216067.69;30.57;70.86;72.88;0.10;10.689850264387;59.939318208326;269.38
9731.21;5309;5322;110609.07;1216067.67;30.58;70.64;72.59;0.00;10.689818090995;59.939318031674;269.38
9733.01;5310;5323;110607.27;1216067.65;30.59;70.64;71.91;0.00;10.689785919390;59.939317855927;269.38
9734.81;5311;5324;110605.57;1216067.63;30.59;70.59;71.45;0.00;10.689755533507;59.939317689240;269.38
9736.61;5312;5325;110603.67;1216067.61;30.60;70.49;71.02;0.00;10.689721572605;59.939317503528;269.38
9738.41;5313;5326;110601.87;1216067.59;30.60;70.48;71.00;0.00;10.689689399212;59.939317326876;269.38
9740.21;5314;5327;110600.07;1216067.57;30.61;70.37;71.00;0.00;10.689657225820;59.939317151129;269.38
9742.01;5315;5328;110598.27;1216067.55;30.61;70.33;70.86;0.00;10.689625052427;59.939316974477;269.38
9743.81;5316;5329;110596.57;1216067.54;30.62;70.29;70.67;0.00;10.689594666545;59.939316808695;269.38
9745.61;5317;5330;110594.67;1216067.52;30.62;70.19;70.49;0.00;10.689560705642;59.939316622984;269.38
9747.41;5318;5331;110592.87;1216067.50;30.63;70.09;70.41;0.00;10.689528534037;59.939316446331;269.38
9749.21;5319;5332;110591.07;1216067.48;30.63;70.01;70.35;0.00;10.689496360645;59.939316270585;269.38
9751.01;5320;5333;110589.27;1216067.46;30.64;69.95;70.28;0.00;10.689464187252;59.939316093932;269.38
9752.81;5321;5334;110587.57;1216067.44;30.64;69.89;70.22;0.00;10.689433801370;59.939315928151;269.38
9754.61;5322;5335;110585.67;1216067.42;30.65;69.75;70.14;0.00;10.689399840467;59.939315741533;269.38
9756.41;5323;5336;110583.87;1216067.40;30.65;69.66;70.05;0.00;10.689367667075;59.939315565787;269.38
9758.21;5324;5337;110582.07;1216067.38;30.66;69.57;69.74;0.26;10.689335493683;59.939315389134;269.38
9760.01;5325;5338;110580.27;1216067.36;30.66;69.44;69.44;0.47;10.689303320290;59.939315213388;269.38
9761.81;5326;5339;110578.57;1216067.34;30.67;69.39;69.15;0.66;10.689272936195;59.939315046700;269.38
9763.61;5327;5340;110576.68;1216067.32;30.67;69.29;68.85;0.86;10.689238975293;59.939314860989;269.38
9765.41;5328;5341;110574.88;1216067.30;30.68;69.19;68.63;0.99;10.689206801900;59.939314685242;269.38
9767.21;5329;5342;110573.08;1216067.28;30.69;69.11;67.97;1.56;10.689174628508;59.939314508590;269.38
9769.01;5330;5343;110571.28;1216067.26;30.69;69.00;67.30;2.14;10.689142455115;59.939314332843;269.38
9770.81;5331;5344;110569.58;1216067.24;30.70;68.91;66.68;2.66;10.689112069233;59.939314166156;269.38
9772.61;5332;5345;110567.68;1216067.22;30.70;68.81;66.07;3.19;10.689078108330;59.939313980444;269.38
9774.41;5333;5346;110565.88;1216067.20;30.71;68.70;65.75;3.41;10.689045934938;59.939313803792;269.38
9776.21;5334;5347;110564.08;1216067.19;30.71;68.66;64.99;4.08;10.689013763333;59.939313628045;269.38
9778.01;5335;5348;110562.28;1216067.17;30.72;68.60;64.26;4.71;10.688981589940;59.939313451393;269.38
9779.81;5336;5349;110560.58;1216067.15;30.72;68.59;63.55;5.32;10.688951204058;59.939313285611;269.38
9781.61;5337;5350;110558.68;1216067.13;30.73;68.65;62.82;5.95;10.688917243155;59.939313098994;269.38
9783.41;5338;5351;110556.88;1216067.11;30.73;68.61;62.46;6.21;10.688885069763;59.939312923247;269.38
9785.21;5339;5352;110555.08;1216067.09;30.74;68.40;61.92;6.65;10.688852896370;59.939312746595;269.38
9787.01;5340;5353;110553.28;1216067.07;30.74;68.30;61.60;6.94;10.688820722978;59.939312570848;269.38
9788.81;5341;5354;110551.58;1216067.05;30.75;68.26;61.11;7.40;10.688790337095;59.939312404161;269.38
9790.61;5342;5355;110549.68;1216067.03;30.75;68.19;60.60;7.87;10.688756377980;59.939312218449;269.38
9792.41;5343;5356;110547.88;1216067.01;30.76;68.11;60.35;8.12;10.688724204588;59.939312042703;269.38
9794.21;5344;5357;110546.08;1216066.99;30.76;68.07;59.83;8.65;10.688692031195;59.939311866050;269.38
9796.01;5345;5358;110544.28;1216066.97;30.77;68.27;59.55;9.00;10.688659857803;59.939311690304;269.38
9797.81;5346;5359;110542.58;1216066.95;30.78;68.50;59.27;9.34;10.688629471920;59.939311523616;269.38
9799.61;5347;5360;110540.68;1216066.93;30.78;68.89;59.01;9.66;10.688595511018;59.939311337905;269.38
9801.41;5348;5361;110538.88;1216066.91;30.79;69.25;58.87;9.87;10.688563337625;59.939311161252;269.38
9803.21;5349;5362;110537.08;1216066.89;30.79;69.64;58.59;10.23;10.688531166020;59.939310985506;269.38
9805.01;5350;5363;110535.28;1216066.87;30.80;69.61;58.44;10.46;10.688498992628;59.939310808853;269.38
9806.81;5351;5364;110533.58;1216066.86;30.80;69.56;58.44;10.54;10.688468606745;59.939310643072;269.38
9808.61;5352;5365;110531.68;1216066.84;30.81;69.55;58.42;10.68;10.688434645843;59.939310457360;269.38
9810.41;5353;5366;110529.88;1216066.82;30.81;69.67;58.41;10.84;10.688402472450;59.939310280708;269.38
9812.21;5354;5367;110528.08;1216066.80;30.82;69.95;58.39;10.98;10.688370299058;59.939310104961;269.38
9814.01;5355;5368;110526.28;1216066.78;30.82;70.20;58.36;11.14;10.688338125665;59.939309928309;269.38
9815.81;5356;5369;110524.58;1216066.76;30.83;70.30;58.35;11.29;10.688307739783;59.939309762527;269.38
9817.61;5357;5370;110522.68;1216066.74;30.83;70.51;58.34;11.43;10.688273780668;59.939309575910;269.38
9819.41;5358;5371;110520.88;1216066.72;30.84;70.69;58.34;11.58;10.688241607275;59.939309400163;269.38
9821.21;5359;5372;110519.08;1216066.70;30.84;71.60;58.33;11.78;10.688209433883;59.939309223511;269.38
9823.01;5360;5373;110517.28;1216066.68;30.85;71.54;58.33;12.04;10.688177260490;59.939309047764;269.38
9824.81;5361;5374;110515.58;1216066.66;30.85;71.49;58.36;12.21;10.688146874608;59.939308881077;269.38
9826.61;5362;5375;110513.68;1216066.64;30.86;71.30;58.40;12.45;10.688112913705;59.939308695365;269.38
9828.41;5363;5376;110511.88;1216066.62;30.87;71.25;58.39;12.61;10.688080740313;59.939308519619;269.38
9830.21;5364;5377;110510.08;1216066.60;30.87;71.01;58.38;12.62;10.688048566920;59.939308342966;269.38
9832.01;5365;5378;110508.28;1216066.58;30.88;70.86;58.36;12.64;10.688016395315;59.939308167220;269.38
9833.81;5366;5379;110506.58;1216066.56;30.88;70.78;58.35;12.65;10.687986009433;59.939308000532;269.38
9835.61;5367;5380;110504.68;1216066.54;30.89;70.71;58.40;12.60;10.687952048530;59.939307814821;269.38
9837.41;5368;5381;110502.88;1216066.52;30.89;70.78;58.45;12.55;10.687919875138;59.939307638168;269.38
9839.21;5369;5382;110501.08;1216066.50;30.90;70.80;58.51;12.49;10.687887701746;59.939307462422;269.38
9841.01;5370;5383;110499.28;1216066.49;30.90;70.78;58.56;12.43;10.687855528353;59.939307285769;269.38
9842.81;5371;5384;110497.58;1216066.47;30.91;70.77;58.61;12.37;10.687825142471;59.939307119988;269.38
9844.61;5372;5385;110495.68;1216066.45;30.91;70.74;58.66;12.31;10.687791181568;59.939306933370;269.38
9846.41;5373;5386;110493.88;1216066.43;30.92;70.70;58.69;12.28;10.687759009963;59.939306757624;269.38
9848.21;5374;5387;110492.08;1216066.41;30.92;70.60;58.74;12.22;10.687726836571;59.939306580971;269.38
9850.01;5375;5388;110490.28;1216066.39;30.93;70.56;58.80;12.16;10.687694663178;59.939306405225;269.38
9851.81;5376;5389;110488.58;1216066.37;30.93;70.51;58.85;12.10;10.687664277296;59.939306238537;269.38
9853.61;5377;5390;110486.68;1216066.35;30.94;70.43;58.90;12.02;10.687630316393;59.939306052826;269.38
9855.41;5378;5391;110484.88;1216066.33;30.94;70.39;58.93;11.88;10.687598143001;59.939305877079;269.38
9857.21;5379;5392;110483.08;1216066.31;30.95;70.33;59.05;11.63;10.687565969608;59.939305700427;269.38
9859.01;5380;5393;110481.28;1216066.29;30.96;70.28;59.16;11.40;10.687533796216;59.939305524680;269.38
9860.81;5381;5394;110479.58;1216066.27;30.96;70.31;59.27;11.17;10.687503412121;59.939305357993;269.38
9862.61;5382;5395;110477.68;1216066.25;30.97;70.37;59.37;10.96;10.687469451218;59.939305172281;269.38
9864.41;5383;5396;110475.88;1216066.23;30.97;70.39;59.43;10.89;10.687437277826;59.939304995629;269.38
9866.21;5384;5397;110474.08;1216066.21;30.98;70.36;59.53;10.77;10.687405104433;59.939304819882;269.38
9868.01;5385;5398;110472.28;1216066.19;30.98;70.41;59.64;10.64;10.687372931041;59.939304643230;269.38
9869.81;5386;5399;110470.58;1216066.18;30.99;70.56;59.74;10.54;10.687342545158;59.939304477448;269.38
9871.61;5387;5400;110468.68;1216066.15;30.99;70.80;59.85;10.43;10.687308584256;59.939304291737;269.38
9873.41;5388;5401;110466.88;1216066.14;31.00;70.70;59.90;10.38;10.687276412651;59.939304115084;269.38
9875.21;5389;5402;110465.08;1216066.12;31.00;70.73;60.01;10.27;10.687244239258;59.939303939338;269.38
9877.01;5390;5403;110463.28;1216066.10;31.01;70.82;60.15;10.16;10.687212065866;59.939303762685;269.38
9878.81;5391;5404;110461.58;1216066.08;31.01;70.87;60.28;10.05;10.687181679983;59.939303596904;269.38
9880.61;5392;5405;110459.68;1216066.06;31.02;70.96;60.40;9.95;10.687147719081;59.939303410286;269.38
9882.41;5393;5406;110457.88;1216066.04;31.02;71.03;60.46;9.94;10.687115545688;59.939303234540;269.38
9884.21;5394;5407;110456.08;1216066.02;31.03;71.08;60.58;9.90;10.687083372296;59.939303057887;269.38
9886.01;5395;5408;110454.28;1216066.00;31.03;70.96;60.71;9.87;10.687051198903;59.939302882141;269.38
9887.81;5396;5409;110452.58;1216065.98;31.04;70.91;60.83;9.84;10.687020813021;59.939302715454;269.38
9889.61;5397;5410;110450.68;1216065.96;31.05;71.05;60.96;9.81;10.686986853906;59.939302529742;269.38
9891.41;5398;5411;110448.88;1216065.94;31.05;71.04;61.02;9.85;10.686954680513;59.939302353995;269.38
9893.21;5399;5412;110447.08;1216065.92;31.06;70.97;61.15;9.81;10.686922507121;59.939302177343;269.38
9895.01;5400;5413;110445.28;1216065.90;31.06;71.11;61.27;9.75;10.686890333728;59.939302001596;269.38
9896.81;5401;5414;110443.58;1216065.88;31.07;71.17;61.41;9.61;10.686859947846;59.939301834909;269.38
9898.61;5402;5415;110441.68;1216065.86;31.07;71.22;61.54;9.46;10.686825986943;59.939301649197;269.38
9900.41;5403;5416;110439.88;1216065.84;31.08;71.36;61.61;9.39;10.686793813551;59.939301472545;269.38
9902.21;5404;5417;110438.08;1216065.82;31.08;71.45;61.74;9.30;10.686761641946;59.939301296798;269.38
9904.01;5405;5418;110436.28;1216065.80;31.09;71.55;61.88;9.29;10.686729468553;59.939301120146;269.38
9905.81;5406;5419;110434.58;1216065.79;31.09;71.57;62.03;9.27;10.686699082671;59.939300954364;269.38
9907.61;5407;5420;110432.68;1216065.77;31.10;71.53;62.18;9.25;10.686665121768;59.939300767747;269.38
9909.41;5408;5421;110430.88;1216065.75;31.10;71.44;62.24;9.32;10.686632948376;59.939300592000;269.38
9911.21;5409;5422;110429.08;1216065.73;31.11;71.15;62.39;9.24;10.686600774983;59.939300416254;269.38
9913.01;5410;5423;110427.28;1216065.71;31.11;71.15;62.53;9.12;10.686568601591;59.939300239601;269.38
9914.81;5411;5424;110425.58;1216065.69;31.12;71.29;62.68;8.90;10.686538215708;59.939300072914;269.38
9916.61;5412;5425;110423.68;1216065.67;31.12;71.50;62.84;8.62;10.686504256594;59.939299887202;269.38
9918.41;5413;5426;110421.88;1216065.65;31.13;71.49;62.92;8.40;10.686472083201;59.939299711456;269.38
9920.21;5414;5427;110420.08;1216065.63;31.13;71.54;63.08;8.00;10.686439909809;59.939299534803;269.38
9922.01;5415;5428;110418.28;1216065.61;31.14;71.24;63.24;7.81;10.686407736416;59.939299359057;269.38
9923.81;5416;5429;110416.59;1216065.59;31.15;71.03;63.40;7.82;10.686377350534;59.939299192370;269.38
9925.61;5417;5430;110414.69;1216065.57;31.15;71.24;63.56;7.75;10.686343389631;59.939299006658;269.38
9927.41;5418;5431;110412.89;1216065.55;31.16;71.46;63.65;7.85;10.686311216239;59.939298830006;269.38
9929.21;5419;5432;110411.09;1216065.53;31.16;71.70;63.81;7.75;10.686279042846;59.939298654259;269.38
9931.01;5420;5433;110409.29;1216065.51;31.17;71.83;63.98;7.28;10.686246871241;59.939298478512;269.38
9932.81;5421;5434;110407.59;1216065.49;31.17;72.12;64.15;7.38;10.686216485359;59.939298311825;269.38
9934.61;5422;5435;110405.69;1216065.47;31.18;72.54;64.32;7.14;10.686182524456;59.939298126113;269.38
9936.41;5423;5436;110403.89;1216065.45;31.18;72.95;64.39;6.96;10.686150351064;59.939297949461;269.38
9938.21;5424;5437;110402.09;1216065.44;31.19;72.90;64.56;6.90;10.686118177671;59.939297773714;269.38
9940.01;5425;5438;110400.29;1216065.42;31.19;72.93;64.72;7.07;10.686086004279;59.939297597062;269.38
9941.81;5426;5439;110398.59;1216065.40;31.20;72.90;64.89;7.21;10.686055618396;59.939297431280;269.38
9943.61;5427;5440;110396.69;1216065.38;31.20;72.72;65.05;7.50;10.686021657494;59.939297244663;269.38
9945.41;5428;5441;110394.89;1216065.36;31.21;72.62;65.13;7.65;10.685989485889;59.939297068916;269.38
9947.21;5429;5442;110393.09;1216065.34;31.21;72.64;65.29;7.45;10.685957312496;59.939296892264;269.38
9949.01;5430;5443;110391.29;1216065.32;31.22;72.71;65.46;7.19;10.685925139104;59.939296716517;269.38
9950.81;5431;5444;110389.59;1216065.30;31.22;72.67;65.62;6.96;10.685894753221;59.939296549830;269.38
9952.61;5432;5445;110387.69;1216065.28;31.23;72.69;65.79;6.77;10.685860792319;59.939296364118;269.38
9954.41;5433;5446;110385.89;1216065.26;31.24;72.72;65.87;6.68;10.685828618926;59.939296188372;269.38
9956.21;5434;5447;110384.09;1216065.24;31.24;72.75;66.03;6.57;10.685796445534;59.939296011720;269.38
9958.01;5435;5448;110382.29;1216065.22;31.25;72.78;66.18;6.48;10.685764273929;59.939295835973;269.38
9959.81;5436;5449;110380.59;1216065.20;31.25;73.19;66.33;6.27;10.685733888046;59.939295669286;269.38
9961.61;5437;5450;110378.69;1216065.18;31.26;73.76;66.48;6.07;10.685699927144;59.939295483574;269.38
9963.41;5438;5451;110376.89;1216065.16;31.26;74.08;66.56;6.10;10.685667753751;59.939295306922;269.38
9965.21;5439;5452;110375.09;1216065.14;31.27;74.48;66.71;6.10;10.685635580359;59.939295131175;269.38
9967.01;5440;5453;110373.29;1216065.12;31.27;74.63;66.86;6.03;10.685603406966;59.939294954523;269.38
9968.81;5441;5454;110371.59;1216065.11;31.28;74.79;67.01;6.25;10.685573021084;59.939294788741;269.38
9970.61;5442;5455;110369.69;1216065.09;31.28;74.92;67.17;6.65;10.685539060181;59.939294602124;269.38
9972.41;5443;5456;110367.89;1216065.07;31.29;75.12;67.24;6.99;10.685506888576;59.939294426377;269.38
9974.21;5444;5457;110366.09;1216065.05;31.29;75.25;67.39;7.61;10.685474715184;59.939294250630;269.38
9976.01;5445;5458;110364.29;1216065.03;31.30;75.38;67.54;7.46;10.685442541791;59.939294073978;269.38
9977.81;5446;5459;110362.59;1216065.01;31.30;76.17;67.69;7.31;10.685412155909;59.939293907291;269.38
9979.61;5447;5460;110360.69;1216064.99;31.31;76.75;67.84;7.20;10.685378195006;59.939293721579;269.38
9981.41;5448;5461;110358.89;1216064.97;31.31;76.77;67.90;7.27;10.685346021614;59.939293545832;269.38
9983.21;5449;5462;110357.09;1216064.95;31.32;76.70;68.06;7.40;10.685313848221;59.939293369180;269.38
9985.01;5450;5463;110355.29;1216064.93;31.33;76.67;68.20;7.69;10.685281674829;59.939293193433;269.38
9986.81;5451;5464;110353.59;1216064.91;31.33;76.87;68.35;7.85;10.685251290734;59.939293026746;269.38
9988.61;5452;5465;110351.69;1216064.89;31.34;77.11;68.50;7.86;10.685217329831;59.939292841035;269.38
9990.41;5453;5466;110349.89;1216064.87;31.34;77.33;68.57;7.97;10.685185156439;59.939292664382;269.38
9992.21;5454;5467;110348.09;1216064.85;31.35;77.61;68.71;8.02;10.685152983046;59.939292488636;269.38
9994.01;5455;5468;110346.29;1216064.83;31.35;77.73;68.86;8.05;10.685120809654;59.939292312889;269.38
9995.81;5456;5469;110344.59;1216064.81;31.36;78.21;68.99;8.06;10.685090423771;59.939292146202;269.38
9997.61;5457;5470;110342.69;1216064.79;31.36;78.07;69.09;8.16;10.685056462869;59.939291960490;269.38
9999.41;5458;5471;110340.89;1216064.77;31.37;78.37;69.14;8.35;10.685024289477;59.939291783838;269.38
10001.21;5459;5472;110339.09;1216064.75;31.37;78.46;69.25;8.52;10.684992117872;59.939291608091;269.38
10003.01;5460;5473;110337.29;1216064.74;31.38;78.40;69.35;8.64;10.684959944479;59.939291431439;269.38
10004.81;5461;5474;110335.59;1216064.72;31.38;78.58;69.45;8.60;10.684929558597;59.939291265657;269.38
10006.61;5462;5475;110333.69;1216064.70;31.39;78.94;69.55;8.67;10.684895597694;59.939291079040;269.38
10008.41;5463;5476;110331.89;1216064.68;31.39;79.42;69.60;8.77;10.684863424302;59.939290903293;269.38
10010.21;5464;5477;110330.09;1216064.66;31.40;79.72;69.70;8.81;10.684831250909;59.939290726641;269.38
10012.01;5465;5478;110328.29;1216064.64;31.40;79.90;69.81;8.83;10.684799077517;59.939290550894;269.38
10013.81;5466;5479;110326.59;1216064.62;31.41;79.97;69.91;8.91;10.684768691634;59.939290384207;269.38
10015.61;5467;5480;110324.69;1216064.60;31.42;80.15;70.03;9.05;10.684734732519;59.939290198495;269.38
10017.41;5468;5481;110322.89;1216064.58;31.42;80.34;70.10;9.24;10.684702559127;59.939290022748;269.38
10019.21;5469;5482;110321.09;1216064.56;31.43;80.78;70.24;9.34;10.684670385734;59.939289846096;269.38
10021.01;5470;5483;110319.29;1216064.54;31.43;80.90;70.37;9.46;10.684638212342;59.939289670350;269.38
10022.81;5471;5484;110317.59;1216064.52;31.44;81.35;70.51;9.59;10.684607826459;59.939289503662;269.38
10024.61;5472;5485;110315.69;1216064.50;31.44;81.72;70.64;9.77;10.684573865557;59.939289317951;269.38
